location_i,longitude,latitude,borough,zone
85,-73.95220698049988,40.647008066999916,Brooklyn,Erasmus
86,-73.75590432034738,40.602582236148656,Queens,Far Rockaway
87,-74.00723894418903,40.70665878589848,Manhattan,Financial District North
88,-74.01101059702111,40.703279486942584,Manhattan,Financial District South
89,-73.96066023649988,40.6408055694999,Brooklyn,Flatbush/Ditmas Park
90,-73.99697120049991,40.742282995499934,Manhattan,Flatiron
91,-73.93211487449993,40.6279474734999,Brooklyn,Flatlands
92,-73.82741565411524,40.76434818299988,Queens,Flushing
93,-73.8391781609999,40.73920557693152,Queens,Flushing Meadows-Corona Park
94,-73.89836006749992,40.858331678999924,Bronx,Fordham South
95,-73.84591725199981,40.72270292049993,Queens,Forest Hills
96,-73.86938352499988,40.695779938999905,Queens,Forest Park/Highland Park
97,-73.9761970479999,40.69012588499988,Brooklyn,Fort Greene
98,-73.77660400199987,40.73406128099991,Queens,Fresh Meadows
99,-74.18837134460101,40.579421823499914,Staten Island,Freshkills Park
100,-73.98879086249991,40.75351008049992,Manhattan,Garment District
101,-73.7144857899677,40.7435324090614,Queens,Glen Oaks
102,-73.8762752915,40.70266458399989,Queens,Glendale
103,-74.01918926085249,40.68813517884921,Manhattan,Governor's Island/Ellis Island/Liberty Island
106,-73.99018765149987,40.673257901499916,Brooklyn,Gowanus
107,-73.98401569649994,40.7373374259999,Manhattan,Gramercy
108,-73.98281648625473,40.588916627382794,Brooklyn,Gravesend
109,-74.15076723149994,40.549091639415735,Staten Island,Great Kills
110,-74.12700560635957,40.54328854544133,Staten Island,Great Kills Park
111,-73.9912179504999,40.65189438149993,Brooklyn,Green-Wood Cemetery
112,-73.94817837037638,40.72879174306715,Brooklyn,Greenpoint
113,-73.99496754899998,40.73222517999994,Manhattan,Greenwich Village North
114,-73.99718279649989,40.728532842999925,Manhattan,Greenwich Village South
115,-74.08732193799997,40.62012292699988,Staten Island,Grymes Hill/Clifton
116,-73.94909801096932,40.827643611999925,Manhattan,Hamilton Heights
117,-73.79020834890787,40.59609399003112,Queens,Hammels/Arverne
118,-74.13021274799993,40.58566061399992,Staten Island,Heartland Village/Todt Hill
119,-73.92489468218349,40.83677387471742,Bronx,Highbridge
120,-73.93120762703974,40.84598901449994,Manhattan,Highbridge Park
121,-73.80276245849996,40.72739851499992,Queens,Hillcrest/Pomonok
122,-73.76119590149993,40.71095828749988,Queens,Hollis
123,-73.96453577199983,40.59992788599992,Brooklyn,Homecrest
124,-73.84478163086115,40.659577517339336,Queens,Howard Beach
125,-74.00867659015563,40.72546842899988,Manhattan,Hudson Sq
126,-73.88559393720027,40.81391527000518,Bronx,Hunts Point
127,-73.9195757623364,40.86445877063812,Manhattan,Inwood
128,-73.92187440824199,40.87285330306072,Manhattan,Inwood Hill Park
129,-73.88464253049985,40.759174315499884,Queens,Jackson Heights
130,-73.79241185499988,40.703279450999915,Queens,Jamaica
131,-73.77298537549987,40.72045217399988,Queens,Jamaica Estates
132,-73.7896225684852,40.64270355737841,Queens,JFK Airport
133,-73.97819427599988,40.63940094899989,Brooklyn,Kensington
134,-73.82976224899987,40.70868975249994,Queens,Kew Gardens
135,-73.8208170044999,40.72952795749991,Queens,Kew Gardens Hills
136,-73.90539442299959,40.86536498299988,Bronx,Kingsbridge Heights
137,-73.97717209350198,40.7403357497753,Manhattan,Kips Bay
138,-73.87344023987976,40.77485131412746,Queens,LaGuardia Airport
139,-73.74374868249994,40.67786543249993,Queens,Laurelton
140,-73.95472774589084,40.765305162962136,Manhattan,Lenox Hill East
141,-73.95963426699993,40.766951507499925,Manhattan,Lenox Hill West
142,-73.981530168,40.77365866749991,Manhattan,Lincoln Square East
143,-73.9884571529746,40.775785240499935,Manhattan,Lincoln Square West
144,-73.9972436429999,40.72083179199991,Manhattan,Little Italy/NoLiTa
145,-73.94962883744299,40.74658190170091,Queens,Long Island City/Hunters Point
146,-73.93410482599992,40.754399660499914,Queens,Long Island City/Queens Plaza
147,-73.89865102299996,40.819064576499905,Bronx,Longwood
148,-73.99066416299985,40.71910166149987,Manhattan,Lower East Side
149,-73.94642772599991,40.606329142499874,Brooklyn,Madison
150,-73.94517721099993,40.580463380422565,Brooklyn,Manhattan Beach
151,-73.96822204207639,40.797859116286894,Manhattan,Manhattan Valley
152,-73.95405467248986,40.817519321475686,Manhattan,Manhattanville
153,-73.91122570160039,40.87559769749257,Manhattan,Marble Hill
154,-73.90822143191028,40.59313302587803,Brooklyn,Marine Park/Floyd Bennett Field
155,-73.91726201423214,40.61779794555025,Brooklyn,Marine Park/Mill Basin
156,-74.1693438887563,40.62876220423897,Staten Island,Mariners Harbor
157,-73.90559976837736,40.72402549949995,Queens,Maspeth
158,-74.00977439058099,40.735295274615794,Manhattan,Meatpacking/West Village West
159,-73.91395997899984,40.818334523499914,Bronx,Melrose South
160,-73.88220082799991,40.718562669999926,Queens,Middle Village
161,-73.9776801605,40.75803031499992,Manhattan,Midtown Center
162,-73.97247058149988,40.75683997849993,Manhattan,Midtown East
163,-73.97704129499989,40.76438657849989,Manhattan,Midtown North
164,-73.98568407899992,40.74908338549993,Manhattan,Midtown South
165,-73.95794227799996,40.62007445249994,Brooklyn,Midwood
166,-73.96160445538064,40.809621376870396,Manhattan,Morningside Heights
167,-73.90139331649988,40.827987676999925,Bronx,Morrisania/Melrose
168,-73.9146704041826,40.80709775342673,Bronx,Mott Haven/Port Morris
169,-73.90625315449984,40.84922590399991,Bronx,Mount Hope
170,-73.97764804049996,40.747725378499894,Manhattan,Murray Hill
171,-73.80844514399993,40.76865731449991,Queens,Murray Hill-Queens
172,-74.10492810109592,40.57244281468053,Staten Island,New Dorp/Midland Beach
173,-73.86339178649989,40.75163701249991,Queens,North Corona
174,-73.87873647099988,40.87685491549992,Bronx,Norwood
175,-73.75394971599994,40.74330428899989,Queens,Oakland Gardens
176,-74.12215829600319,40.56207458560748,Staten Island,Oakwood
177,-73.91139941699996,40.6771552904999,Brooklyn,Ocean Hill
178,-73.97035491649984,40.61763614749992,Brooklyn,Ocean Parkway South
179,-73.92778014561384,40.771420846909194,Queens,Old Astoria
180,-73.84834881449996,40.67506227649992,Queens,Ozone Park
181,-73.98281926999994,40.67193495149989,Brooklyn,Park Slope
182,-73.85808235749997,40.837730831999934,Bronx,Parkchester
183,-73.83150112949997,40.849546317999895,Bronx,Pelham Bay
184,-73.79976234070955,40.86393164263349,Bronx,Pelham Bay Park
185,-73.85244987099998,40.85346786199989,Bronx,Pelham Parkway
186,-73.99243404399994,40.748496368499886,Manhattan,Penn Station/Madison Sq West
187,-74.13743422052602,40.62569230420253,Staten Island,Port Richmond
188,-73.94477074249983,40.6573449524999,Brooklyn,Prospect-Lefferts Gardens
189,-73.96812739849992,40.67722034799988,Brooklyn,Prospect Heights
190,-73.97059249049991,40.66064320699988,Brooklyn,Prospect Park
191,-73.74201715508471,40.713960955999916,Queens,Queens Village
192,-73.81520176599994,40.74442868499992,Queens,Queensboro Hill
193,-73.94239428004576,40.76179195054665,Queens,Queensbridge/Ravenswood
194,-73.92492725014543,40.79145942138223,Manhattan,Randalls Island
195,-74.00928542932331,40.67546267314576,Brooklyn,Red Hook
196,-73.86567409649992,40.72370340799988,Queens,Rego Park
197,-73.83005530899993,40.69267955149992,Queens,Richmond Hill
198,-73.90082572749989,40.704617716999934,Queens,Ridgewood
199,-73.88180428793488,40.79205357580686,Bronx,Rikers Island
200,-73.90847213944299,40.900078774001244,Bronx,Riverdale/North Riverdale/Fieldston
201,-73.84103664949998,40.577419594839355,Queens,Rockaway Park
202,-73.95080978375195,40.76118030360057,Manhattan,Roosevelt Island
203,-73.7445592960488,40.659261826217346,Queens,Rosedale
204,-74.20652965749998,40.54076728199989,Staten Island,Rossville/Woodrow
205,-73.7634295554999,40.691703479999916,Queens,Saint Albans
206,-74.10064669976971,40.635989988386704,Staten Island,Saint George/New Brighton
207,-73.89853260749992,40.76352491699989,Queens,Saint Michaels Cemetery/Woodside
208,-73.8161966690266,40.8246675291574,Bronx,Schuylerville/Edgewater Park
209,-74.00412857927198,40.70847535535256,Manhattan,Seaport
210,-73.93920262732865,40.593771838499904,Brooklyn,Sheepshead Bay
211,-74.00108181249989,40.72371646899991,Manhattan,SoHo
212,-73.87040107549993,40.82828955699989,Bronx,Soundview/Bruckner
213,-73.86026226949987,40.81671230470969,Bronx,Soundview/Castle Hill
214,-74.08480889610622,40.58661701101048,Staten Island,South Beach/Dongan Hills
215,-73.79229478899991,40.6941938209999,Queens,South Jamaica
216,-73.82063046149987,40.677210025499896,Queens,South Ozone Park
217,-73.95772069499992,40.70323292049994,Brooklyn,South Williamsburg
218,-73.77288619349994,40.67346860149991,Queens,Springfield Gardens North
219,-73.77029838599998,40.660282711499896,Queens,Springfield Gardens South
220,-73.91075937043254,40.881842312999886,Bronx,Spuyten Duyvil/Kingsbridge
221,-74.07235480045112,40.62023083199988,Staten Island,Stapleton
222,-73.88291614149992,40.646715413676645,Brooklyn,Starrett City
223,-73.90584402349992,40.778401845890905,Queens,Steinway
224,-73.97698123604246,40.73170970499916,Manhattan,Stuy Town/Peter Cooper Village
225,-73.93012533599993,40.688712623999905,Brooklyn,Stuyvesant Heights
226,-73.92653501382505,40.735242117030516,Queens,Sunnyside
227,-74.00294706299992,40.641534597999936,Brooklyn,Sunset Park East
228,-74.00995813949477,40.653592800499915,Brooklyn,Sunset Park West
229,-73.96499747655662,40.75657363039551,Manhattan,Sutton Place/Turtle Bay North
230,-73.98419627399991,40.75981693399996,Manhattan,Times Sq/Theatre District
231,-74.00726426169041,40.718576348499894,Manhattan,TriBeCa/Civic Center
232,-73.98302108862248,40.71529991058124,Manhattan,Two Bridges/Seward Park
233,-73.96997990593074,40.749123894014915,Manhattan,UN/Turtle Bay South
234,-73.99045739599995,40.7402367139999,Manhattan,Union Sq
235,-73.91638290393412,40.85370968599989,Bronx,University Heights/Morris Heights
236,-73.95700953199992,40.78043963049993,Manhattan,Upper East Side North
237,-73.96563511049996,40.76861400849992,Manhattan,Upper East Side South
238,-73.97303122261616,40.79178324542308,Manhattan,Upper West Side North
239,-73.97873159717165,40.784024563233686,Manhattan,Upper West Side South
240,-73.88054258199983,40.89477328696154,Bronx,Van Cortlandt Park
241,-73.89587824299987,40.87601205349996,Bronx,Van Cortlandt Village
242,-73.8510353014999,40.849633430499914,Bronx,Van Nest/Morris Park
243,-73.9357980222621,40.858636550935785,Manhattan,Washington Heights North
244,-73.9407743822414,40.84119443549991,Manhattan,Washington Heights South
245,-74.10069559899995,40.62838706499991,Staten Island,West Brighton
246,-74.0038113169179,40.7524116126781,Manhattan,West Chelsea/Hudson Yards
247,-73.92250501292031,40.82918287949994,Bronx,West Concourse
248,-73.87330604599998,40.834681044499945,Bronx,West Farms/Bronx River
249,-74.00196507349995,40.73461060499992,Manhattan,West Village
250,-73.84985149349995,40.832612838999864,Bronx,Westchester Village/Unionport
251,-74.12365656199992,40.61956878299993,Staten Island,Westerleigh
252,-73.81569915799992,40.7883107899095,Queens,Whitestone
253,-73.84175020507486,40.76039128611463,Queens,Willets Point
254,-73.85823380549994,40.88331035549993,Bronx,Williamsbridge/Olinville
255,-73.95728866733344,40.71879296345271,Brooklyn,Williamsburg (North Side)
256,-73.95933243361253,40.71097846301373,Brooklyn,Williamsburg (South Side)
257,-73.97963624499985,40.65347735549993,Brooklyn,Windsor Terrace
258,-73.85494030049989,40.689977295999924,Queens,Woodhaven
259,-73.85633414049992,40.89906074355065,Bronx,Woodlawn/Wakefield
260,-73.90685097249985,40.74660325849994,Queens,Woodside
261,-74.01264349249996,40.70911981499988,Manhattan,World Trade Center
262,-73.94514204811304,40.77668136300471,Manhattan,Yorkville East
263,-73.95100837249986,40.778766265999934,Manhattan,Yorkville West
